KinArMFt;Terulet;Terasz;Szoba;Felszoba;Furdoszoba;Emelet;DeliTaj;Buda;Kerulet
10,7;32;0;1;0;1;2;0;1;1
10;32;0;1;0;1;2;0;1;1
10,5;32;0;1;0;1;2;0;1;1
12;34;0;1;0;1;1;1;1;1
13;34;0;1;0;1;1;1;1;1
13,9;35;0;1;0;1;0;1;1;1
17,2;43;0;2;0;1;1;0;1;1
15,9;44;3;1;0;1;2;0;1;1
13,9;46;0;2;1;1;3;1;1;1
18;47;0;1;0;1;2;0;1;1
14,9;47;3;1;0;1;2;0;1;1
20;47;0;2;0;1;1;0;1;1
15,5;48;0;2;1;1;0;0;1;1
28,9;50;15;2;1;1;1;1;1;1
19,9;50;0;3;0;1;1;1;1;1
15,9;51;0;1;0;1;2;1;1;1
16,5;52;3;2;0;1;3;1;1;1
20;53;0;2;0;1;0;1;1;1
17,3;55;0;2;0;1;2;0;1;1
17,9;56;0;2;0;1;1;0;1;1
16,9;56;0;2;0;1;2;0;1;1
20;57;0;1;0;1;3;0;1;1
20;57;0;1;0;1;3;0;1;1
18,9;58;0;2;0;1;5;0;1;1
17;58;0;3;1;1;1;1;1;1
28;58,5;0;2;0;1;0;1;1;1
25,9;59;8;2;1;1;5;1;1;1
16,8;62;0;3;1;1;2;0;1;1
27,8;64;7;2;0;1;0;1;1;1
26;65;0;2;0;1;0;0;1;1
21,2;66;2;2;0;1;3;1;1;1
18;70;3;2;0;1;1;1;1;1
20,5;70;4;3;1;1;2;0;1;1
21;74;0;2;0;1;3;0;1;1
26;80;0;2;0;1;0;0;1;1
33;80;25;3;1;1;0;1;1;1
58;80;0;4;1;2;0;1;1;1
26,5;81;0;4;1;1;1;0;1;1
26;82;4;2;0;1;1;0;1;1
33;84;0;3;1;1;3;0;1;1
25;84;15;3;0;1;1;0;1;1
44,9;84;0;4;2;1;1;0;1;1
27,9;88;0;2;0;1;0;1;1;1
23,9;88;5;3;1;1;1;1;1;1
25,5;89;0;3;1;1;3;1;1;1
25,9;92;0;4;0;1;0;1;1;1
33;94;3;2;1;1;2;0;1;1
37,5;94;2,6;3;1;1;2;0;1;1
56;100;18;3;0;1;3;1;1;1
39,9;101;0;3;0;1;3;1;1;1
26,9;101;0;4;1;1;3;1;1;1
36,5;105;4;3;0;1;4;1;1;1
39,8;110;7;3;0;1;2;0;1;1
35;110;3;4;0;1;3;1;1;1
32;112;0;3;0;1;1;1;1;1
87,5;120;8;3;0;2;1;0;1;1
36;121;0;3;0;1;1;0;1;1
39;121;0;4;0;2;0;0;1;1
75;122;0;2;2;2;3;0;1;1
39,5;123;0;5;0;2;1;0;1;1
55;127;0;3;1;2;2;1;1;1
51,5;134,25;5,8;6;1;2;3;0;1;1
56;160;12;5;0;1;2;1;1;1
49;169;0;4;0;3;4;1;1;1
9,6;29;0;1;0;1;0;0;1;2
10,5;30;0;1;0;1;2;0;1;2
13,2;36;0;1;0;1;2;0;1;2
12,2;36;0;1;0;1;3;0;1;2
11;39;0;2;0;1;0;0;1;2
14,8;41;0;1;0;1;1;1;1;2
14,9;42;0;2;1;1;3;0;1;2
14,5;43;0;1;0;1;0;0;1;2
12,7;43;0;2;1;1;2;0;1;2
14,9;44;0;2;1;0;0;0;1;2
13;46;0;2;0;0;0;1;1;2
31,5;47;5,5;2;0;1;2;1;1;2
23,4;47,5;6;2;1;1;1;0;1;2
15,7;48;2;1;0;1;3;1;1;2
15,3;49;0;2;0;1;0;1;1;2
24,9;50;8;2;1;1;0;1;1;2
18,4;50;0;2;0;1;3;0;1;2
16,6;50;0;2;0;1;4;0;1;2
14,9;50;0;2;0;1;3;0;1;2
12,5;50;0;2;1;1;0;1;1;2
19,9;50,5;4,3;2;1;1;2;0;1;2
14,6;51;0;1;0;1;3;0;1;2
26;52;0;2;0;1;1;0;1;2
24,6;52;0;2;0;1;0;1;1;2
19,8;52;0;3;0;1;2;0;1;2
20,8;54;0;2;0;1;0;0;1;2
30;55;18;1;0;1;0;1;1;2
21,9;55;0;2;0;1;0;0;1;2
18,6;55;0;3;0;1;1;0;1;2
23;56;2;2;0;1;3;1;1;2
22,5;56;6,3;2;0;1;1;1;1;2
17,8;57;2;1;0;1;4;0;1;2
33;57;24;2;1;1;2;0;1;2
25,5;58;4;2;0;1;2;0;1;2
23;58;0;2;0;1;0;1;1;2
18;58;0;2;0;1;3;1;1;2
20,4;58,5;4,5;3;2;1;2;0;1;2
21,5;60;4,5;2;0;1;3;0;1;2
17,5;60;0;2;0;1;5;0;1;2
22,9;60;6;3;2;1;2;1;1;2
22,7;60;4;3;0;1;2;1;1;2
17,5;62;0;2;0;1;3;1;1;2
23;62;7;3;2;1;4;0;1;2
30,5;63;6;2;0;1;1;0;1;2
28,4;63;5;2;0;1;1;0;1;2
25;63;3;2;0;1;3;1;1;2
29,5;64;11;2;0;1;2;0;1;2
26,5;64;6;2;1;1;1;1;1;2
21,8;64;6,2;2;0;1;1;1;1;2
23,3;64;9,5;3;1;1;0;1;1;2
24,9;65;5;2;0;1;1;0;1;2
38,2;65;6;3;1;1;0;1;1;2
34;66;8;2;1;1;1;1;1;2
44;67;10;3;1;2;4;1;1;2
29;67;50;4;3;1;0;0;1;2
19,6;68;0;2;0;0;4;0;1;2
27,5;68;0;2;0;1;0;1;1;2
19,7;68;1,5;2;0;1;1;1;1;2
23,2;68;0;3;1;1;3;0;1;2
27;68;11;3;0;1;1;1;1;2
26,9;70;4;2;1;1;1;0;1;2
44;70;50;2;0;1;0;1;1;2
23,5;70;2;2;0;1;4;0;1;2
18,5;70;0;2;0;2;0;0;1;2
33,2;70;1;3;0;1;5;1;1;2
24,9;70;10;3;1;1;7;0;1;2
24,8;70;8;3;1;1;9;1;1;2
36;71;16;2;0;1;0;0;1;2
23;72;0;2;0;1;2;0;1;2
32;73;5;3;1;1;2;0;1;2
28,4;74;2;2;0;1;3;0;1;2
32;74;7;3;1;1;0;1;1;2
25,5;74;0;3;0;1;2;1;1;2
29,9;74;9;4;0;1;0;1;1;2
23,4;75;4;2;0;1;5;0;1;2
33,7;75;6;3;1;1;1;1;1;2
35,9;76;6;3;1;1;0;1;1;2
25;76;4;3;1;1;1;1;1;2
24;76;3,5;3;0;1;5;1;1;2
18,8;76;2;3;0;1;1;0;1;2
29;77;6;3;1;1;1;0;1;2
36,4;77;0;4;0;1;1;0;1;2
29,5;77;5;4;1;1;0;1;1;2
25;78;7,5;2;0;1;4;1;1;2
26;78;0;3;1;1;1;1;1;2
26,3;79;0;2;0;1;2;1;1;2
24;79;0;3;1;1;1;0;1;2
26;79;5;3;1;1;3;1;1;2
53;79,5;6,5;3;0;2;7;0;1;2
38;80;0;3;0;1;2;1;1;2
37,3;82;0;3;0;1;3;1;1;2
27;85;0;2;0;1;3;0;1;2
26,5;85;0;3;0;1;1;0;1;2
61,9;86;16;2;0;2;2;1;1;2
29,9;86;0;2;0;1;0;1;1;2
24;86;0;2;0;1;0;0;1;2
21,9;86;0;2;0;1;5;0;1;2
24;86;3;2;0;1;1;1;1;2
53;86;0;3;1;1;3;0;1;2
29,5;86;1;3;0;2;5;1;1;2
23,7;87;3;2;1;1;3;0;1;2
46,9;87;18;3;0;2;0;0;1;2
36,5;88;13;2;0;1;0;1;1;2
40;90;0;2;0;2;3;1;1;2
74,5;90;22;3;2;1;1;1;1;2
74,5;90;14;3;1;2;2;1;1;2
39;90;15,5;3;0;1;1;1;1;2
30,5;90;0;3;0;1;2;1;1;2
23,4;90;2;3;1;1;2;1;1;2
47,5;90;0;4;0;1;2;0;1;2
44,9;91;14;4;0;1;2;1;1;2
27;93;0;3;0;1;2;1;1;2
24,9;93;0;3;1;1;1;1;1;2
30;94;2;4;1;1;3;0;1;2
28,5;94;3;4;1;1;3;0;1;2
26,9;95;0;3;0;1;3;0;1;2
27,6;96;0;3;1;1;0;1;1;2
28;99;4;3;1;1;3;0;1;2
43,5;100;20;2;0;1;0;0;1;2
43,9;100;8;3;0;1;0;1;1;2
69;100;8;4;2;1;1;1;1;2
59;100;8;4;1;1;1;1;1;2
35;101;0;4;0;1;1;1;1;2
39,9;104;4;2;1;1;2;1;1;2
48;104;17;4;0;2;0;1;1;2
63;105;0;2;0;1;1;1;1;2
59,9;106;0;3;0;2;3;0;1;2
47,3;106;11;3;0;2;2;1;1;2
23,9;107;0;3;0;1;0;1;1;2
63;108;12;4;0;1;2;1;1;2
59;110;0;4;0;1;1;1;1;2
49,9;110;10;4;0;1;3;1;1;2
54,4;111;17;4;0;2;3;0;1;2
47,3;111;16;4;0;2;3;1;1;2
46,5;112;18;3;0;2;1;0;1;2
32,2;115;13;2;1;1;6;0;1;2
45;116;0;4;1;1;1;1;1;2
70;116,8;24;3;0;1;4;0;1;2
55;117;6;3;0;1;1;1;1;2
65;117;28;4;0;2;1;0;1;2
68;119;0;4;0;2;2;0;1;2
60;120;0;3;0;1;2;0;1;2
56,9;120;0;4;0;2;2;1;1;2
35;120;0;4;0;1;1;1;1;2
35;120;0;4;2;2;3;1;1;2
26;120;6;4;1;1;1;0;1;2
85;122;50;3;0;2;2;0;1;2
31;122;6;3;0;1;3;1;1;2
43,4;124;0;3;1;1;2;1;1;2
51;125;4;5;1;1;2;1;1;2
58,5;128;20;4;0;2;0;0;1;2
49,9;130;0;3;0;1;0;1;1;2
62;131;0;4;0;2;0;1;1;2
49,6;132;0;3;0;1;3;1;1;2
52,8;132;10;5;1;2;0;1;1;2
57;133;34;5;0;2;1;1;1;2
95;134;64;5;3;2;3;1;1;2
53,6;135;0;5;1;2;3;0;1;2
39;136;2;4;1;2;3;0;1;2
84;140;14;4;1;2;1;1;1;2
55;141;8;3;0;2;1;1;1;2
59;143;0;4;0;2;3;1;1;2
59;144;3;4;0;2;3;1;1;2
59;144;3;4;0;2;3;1;1;2
47,3;146;0;4;1;1;0;1;1;2
65,1;146;12;5;1;1;1;1;1;2
65,1;146;24,4;5;1;2;1;1;1;2
54,6;146;0;5;1;2;0;1;1;2
79,2;147;24;5;1;2;2;1;1;2
75,1;147;24;5;1;2;1;0;1;2
73,5;147;24;5;1;2;1;1;1;2
63;147;13;5;0;1;1;1;1;2
69,3;147;25;5;1;2;2;1;1;2
68,3;147;24;5;1;2;1;1;1;2
59,3;147;0;5;0;2;0;0;1;2
57,8;147;0;5;1;2;0;1;1;2
71,4;148;24;5;1;1;2;0;1;2
75,5;148;24;5;1;2;3;1;1;2
32,9;150;0;3;0;1;1;0;1;2
58,9;150;17;4;0;1;0;0;1;2
89;152;70;3;0;1;0;0;1;2
80;155;18;2;0;1;1;1;1;2
79,9;160;9;6;0;2;1;1;1;2
115;165,32;12,2;7;1;2;2;1;1;2
89,5;168;36;5;0;1;0;1;1;2
55;168;4;5;1;1;1;1;1;2
69,5;170;15,6;4;0;3;0;1;1;2
78;170;16;5;0;3;2;0;1;2
118;173;25;4;0;2;2;1;1;2
116;193;15,3;5;0;2;1;1;1;2
112;193;12,2;5;0;2;1;1;1;2
112;193;12,2;5;0;2;0;1;1;2
112;193;12,2;5;0;2;0;1;1;2
112;193;15,3;5;0;2;2;1;1;2
84;230;32;6;1;1;2;0;1;2
90;300;0;6;0;3;1;1;1;2
8,9;25;0;1;0;1;0;1;1;3
9,3;26;2,5;1;0;1;1;1;1;3
12;30;0;1;0;1;2;0;1;3
11,5;30;0;1;0;1;2;0;1;3
8;30;0;1;0;1;2;0;1;3
9,9;31;1;1;0;1;1;0;1;3
9,2;33;0;1;0;1;3;0;1;3
10,8;33;0;1;0;1;0;1;1;3
14,6;36;0;1;0;1;0;1;1;3
12;36;0;1;0;1;3;1;1;3
12,5;36;0;2;1;1;0;1;1;3
17;37;6;1;0;0;1;1;1;3
15,6;37;0;1;0;1;0;0;1;3
12,2;37;0;1;0;1;1;0;1;3
10,8;37;0;1;0;1;1;0;1;3
10,4;37;0;1;0;1;1;0;1;3
9;37;0;1;0;1;0;0;1;3
10,2;38;0;1;0;1;3;1;1;3
16,4;39;0;2;1;1;2;1;1;3
8,2;39;0;2;0;1;0;0;1;3
11;41;0;1;0;1;1;1;1;3
13,5;42;0;1;0;0;1;0;1;3
17,6;42;10;2;0;1;2;0;1;3
23,9;43;0;2;0;1;5;0;1;3
14,7;47;5;2;0;1;2;0;1;3
11,9;48;0;1;0;1;0;0;1;3
21,9;49;0;2;1;1;1;0;1;3
19,4;49,5;2,7;2;0;1;6;1;1;3
17,9;51;0;2;0;1;0;0;1;3
15,8;53;2;2;0;1;1;1;1;3
17,5;53;20;2;0;1;0;1;1;3
22,8;53,14;20;2;0;1;0;1;1;3
18,4;54;6;2;1;1;4;0;1;3
15,4;54;2,5;2;0;1;2;0;1;3
14,6;54;0;2;0;1;1;0;1;3
17,5;55;3,5;2;0;1;5;0;1;3
17,9;56;3;2;0;1;3;0;1;3
14,8;56;0;2;0;1;3;0;1;3
14,9;56;4;2;0;1;3;0;1;3
12,9;57;0;2;0;1;3;0;1;3
26,5;57;4,1;3;1;1;3;0;1;3
22,8;57,6;12;2;0;1;0;0;1;3
16,9;58;3,8;2;1;1;3;0;1;3
30,5;59;10,8;1;0;1;0;0;1;3
16;59;4;2;0;1;3;0;1;3
14,7;60;0;2;0;1;3;1;1;3
18;60;0;3;1;1;0;1;1;3
19,5;61;6;2;0;1;0;0;1;3
28;62;6;3;0;1;1;1;1;3
19,9;62;3;3;0;1;5;0;1;3
16;62,6;0;2;0;1;1;0;1;3
19,5;63;0;2;0;1;1;1;1;3
26,5;64;5,4;2;0;1;0;1;1;3
26;64;8;2;0;1;0;1;1;3
26;64;0;3;1;1;2;0;1;3
24;65;6;2;0;1;3;0;1;3
16,9;66;0;2;0;1;2;1;1;3
26,8;66;0;3;1;1;2;1;1;3
34;67;6;3;0;1;1;1;1;3
12,9;69;4;3;0;1;1;1;1;3
45;70;6;2;0;1;4;0;1;3
39;70;4,8;3;1;1;0;0;1;3
29,3;70;4;3;0;1;1;1;1;3
18;72;0;3;0;1;2;0;1;3
28,8;73;0;3;1;1;1;0;1;3
29,6;73,31;10;3;1;1;0;1;1;3
25,9;75,3;9;3;0;1;2;1;1;3
28;76;6;2;0;1;4;1;1;3
46;76;24;3;0;1;1;1;1;3
21,5;76;0;3;0;1;0;1;1;3
38,8;77;4;3;1;1;3;1;1;3
38,8;77;4;3;0;1;3;1;1;3
39,6;78;0;3;0;1;1;1;1;3
21;79;0;3;1;1;4;0;1;3
25,5;79;4;3;0;1;1;1;1;3
21,9;79;0;3;1;1;4;1;1;3
39,5;83;0;3;0;1;2;0;1;3
34,5;83;9;3;0;2;1;1;1;3
28,5;84;8;3;0;1;4;0;1;3
50;86;33;3;0;1;3;1;1;3
50;88;40;3;0;1;3;0;1;3
19,9;88;4;3;0;2;4;1;1;3
38;89;4;4;2;2;1;1;1;3
36;90;10;4;3;1;1;0;1;3
39,9;90;15,5;4;2;1;0;1;1;3
34,2;93,11;12;4;1;1;1;1;1;3
47;95;26;3;0;1;0;0;1;3
36,8;96;10;3;0;1;0;1;1;3
45;98;13;3;0;2;3;1;1;3
47;100;0;4;0;1;1;0;1;3
68;103;70;3;0;2;1;1;1;3
42;104;14;3;0;1;0;1;1;3
42,5;105;25;4;0;2;2;1;1;3
49;110;0;4;0;2;1;1;1;3
62,5;110;60;4;0;2;2;1;1;3
34,8;110;0;4;0;1;1;1;1;3
78;114;63;5;1;2;0;0;1;3
43,5;116;3;4;1;1;2;1;1;3
69,5;118;18,5;5;1;2;4;0;1;3
42;122;5;3;0;1;2;1;1;3
49,5;122;7;6;0;2;4;0;1;3
